category,job,characters,movie,person
writer,"original story ""Aparajito""",\N,Apur Sansar,Bibhutibhushan Bandyopadhyay
actor,\N,"[""Alyosha Skvortsov""]",Ballada o soldate,Vladimir Ivashov
actress,\N,"[""Shura""]",Ballada o soldate,Zhanna Prokhorenko
actress,\N,"[""Katerina (Alyosha's Mother)""]",Ballada o soldate,Antonina Maksimova
director,\N,\N,Ballada o soldate,Grigoriy Chukhray
writer,writer,\N,Ballada o soldate,Grigoriy Chukhray
actor,\N,"[""Judah Ben-Hur""]",Ben-Hur,Charlton Heston
actor,\N,"[""Quintus Arrius""]",Ben-Hur,Jack Hawkins
actor,\N,"[""Messala""]",Ben-Hur,Stephen Boyd
director,\N,\N,Ben-Hur,William Wyler
writer,A Tale of Christ,\N,Ben-Hur,Lew Wallace
actress,\N,"[""Anne Frank""]",The Diary of Anne Frank,Millie Perkins
actress,\N,"[""Mrs. Petronella Van Daan""]",The Diary of Anne Frank,Shelley Winters
actor,\N,"[""Otto Frank""]",The Diary of Anne Frank,Joseph Schildkraut
director,\N,\N,The Diary of Anne Frank,George Stevens
writer,screenplay,\N,The Diary of Anne Frank,Frances Goodrich
actress,\N,"[""Elle""]",Hiroshima mon amour,Emmanuelle Riva
actor,\N,"[""Lui""]",Hiroshima mon amour,Eiji Okada
actress,\N,"[""Mother""]",Hiroshima mon amour,Stella Dassas
director,\N,\N,Hiroshima mon amour,Alain Resnais
writer,dialogue,\N,Hiroshima mon amour,Marguerite Duras
actor,\N,"[""Col. John Marlowe""]",The Horse Soldiers,John Wayne
actor,\N,"[""Maj. Henry Kendall""]",The Horse Soldiers,William Holden
actress,\N,"[""Hannah Hunter""]",The Horse Soldiers,Constance Towers
director,\N,\N,The Horse Soldiers,John Ford
writer,written for the screen by,\N,The Horse Soldiers,John Lee Mahin
actress,\N,"[""Lora Meredith""]",Imitation of Life,Lana Turner
actor,\N,"[""Steve Archer""]",Imitation of Life,John Gavin
actress,\N,"[""Susie (16)""]",Imitation of Life,Sandra Dee
director,\N,\N,Imitation of Life,Douglas Sirk
writer,screenplay,\N,Imitation of Life,Eleanore Griffin
actor,\N,"[""Kaji""]",Ningen no jôken,Tatsuya Nakadai
actress,\N,"[""Michiko""]",Ningen no jôken,Michiyo Aratama
actress,\N,"[""Tôfuku Kin""]",Ningen no jôken,Chikage Awashima
director,\N,\N,Ningen no jôken,Masaki Kobayashi
writer,screenplay,\N,Ningen no jôken,Zenzô Matsuyama
actor,\N,"[""Roger Thornhill""]",North by Northwest,Cary Grant
actress,\N,"[""Eve Kendall""]",North by Northwest,Eva Marie Saint
actor,\N,"[""Phillip Vandamm""]",North by Northwest,James Mason
director,\N,\N,North by Northwest,Alfred Hitchcock
writer,written by,\N,North by Northwest,Ernest Lehman
actress,\N,"[""Sister Luke (Gabrielle van der Mal)""]",The Nun's Story,Audrey Hepburn
actor,\N,"[""Dr. Fortunati""]",The Nun's Story,Peter Finch
actress,\N,"[""Rev. Mother Emmanuel (Belgium)""]",The Nun's Story,Edith Evans
director,\N,\N,The Nun's Story,Fred Zinnemann
writer,screenplay,\N,The Nun's Story,Robert Anderson
actor,\N,"[""Heiichirô Fukui""]",Ohayô,Keiji Sada
actress,\N,"[""Setsuko Arita""]",Ohayô,Yoshiko Kuga
actor,\N,"[""Keitarô Hayashi""]",Ohayô,Chishû Ryû
director,\N,\N,Ohayô,Yasujirô Ozu
writer,written by,\N,Ohayô,Kôgo Noda
actor,\N,"[""Cmdr. Dwight Lionel Towers""]",On the Beach,Gregory Peck
actress,\N,"[""Moira Davidson""]",On the Beach,Ava Gardner
actor,\N,"[""Julian Osborn""]",On the Beach,Fred Astaire
director,\N,\N,On the Beach,Stanley Kramer
writer,screenplay,\N,On the Beach,John Paxton
actor,\N,"[""Lt. Cmdr. Matt T. Sherman""]",Operation Petticoat,Cary Grant
actor,\N,"[""Lt. JG Nicholas Holden""]",Operation Petticoat,Tony Curtis
actress,\N,"[""Lt. Dolores Crandall RN""]",Operation Petticoat,Joan O'Brien
director,\N,\N,Operation Petticoat,Blake Edwards
writer,screenplay,\N,Operation Petticoat,Stanley Shapiro
actor,\N,"[""Orfeu""]",Orfeu Negro,Breno Mello
actress,\N,"[""Eurydice""]",Orfeu Negro,Marpessa Dawn
actress,\N,"[""Mira""]",Orfeu Negro,Lourdes de Oliveira
director,\N,\N,Orfeu Negro,Marcel Camus
writer,original screenplay,\N,Orfeu Negro,Jacques Viot
actor,\N,"[""Michel""]",Pickpocket,Martin LaSalle
actress,\N,"[""Jeanne""]",Pickpocket,Marika Green
actor,\N,"[""L'inspecteur principal""]",Pickpocket,Jean Pélégri
director,\N,\N,Pickpocket,Robert Bresson
writer,writer,\N,Pickpocket,Robert Bresson
actor,\N,"[""Brad Allen""]",Pillow Talk,Rock Hudson
actress,\N,"[""Jan Morrow""]",Pillow Talk,Doris Day
actor,\N,"[""Jonathan Forbes""]",Pillow Talk,Tony Randall
director,\N,\N,Pillow Talk,Michael Gordon
writer,screenplay,\N,Pillow Talk,Stanley Shapiro
actor,\N,"[""Antoine Doinel""]",Les quatre cents coups,Jean-Pierre Léaud
actor,\N,"[""Julien Doinel - le beau-père d'Antoine""]",Les quatre cents coups,Albert Rémy
actress,\N,"[""Gilberte Doinel - la mère d'Antoine""]",Les quatre cents coups,Claire Maurier
director,\N,\N,Les quatre cents coups,François Truffaut
writer,scenario,\N,Les quatre cents coups,François Truffaut
actor,\N,"[""Sheriff John T. Chance""]",Rio Bravo,John Wayne
actor,\N,"[""Dude ('Borrachón')""]",Rio Bravo,Dean Martin
actor,\N,"[""Colorado Ryan""]",Rio Bravo,Ricky Nelson
director,\N,\N,Rio Bravo,Howard Hawks
writer,screenplay,\N,Rio Bravo,Jules Furthman
actor,\N,"[""Ben""]",Shadows,Ben Carruthers
actress,\N,"[""Lelia""]",Shadows,Lelia Goldoni
actor,\N,"[""Hugh""]",Shadows,Hugh Hurd
director,\N,\N,Shadows,John Cassavetes
actress,\N,"[""Princess Aurora""]",Sleeping Beauty,Mary Costa
actor,\N,"[""Prince Phillip""]",Sleeping Beauty,Bill Shirley
actress,\N,"[""Maleficent""]",Sleeping Beauty,Eleanor Audley
director,sequence director,\N,Sleeping Beauty,Les Clark
writer,story adaptation,\N,Sleeping Beauty,Erdman Penner
actress,\N,"[""Sugar Kane Kowalczyk""]",Some Like It Hot,Marilyn Monroe
actor,\N,"[""Joe""]",Some Like It Hot,Tony Curtis
actor,\N,"[""Josephine""]",Some Like It Hot,Tony Curtis
director,\N,\N,Some Like It Hot,Billy Wilder
writer,screenplay,\N,Some Like It Hot,Billy Wilder
actress,\N,"[""Catherine Holly""]","Suddenly, Last Summer",Elizabeth Taylor
actress,\N,"[""Mrs. Venable""]","Suddenly, Last Summer",Katharine Hepburn
actor,\N,"[""Dr. Cukrowicz""]","Suddenly, Last Summer",Montgomery Clift
director,\N,\N,"Suddenly, Last Summer",Joseph L. Mankiewicz
writer,"play ""Suddenly, Last Summer""",\N,"Suddenly, Last Summer",Tennessee Williams
actor,\N,"[""Le docteur Génessier""]",Les yeux sans visage,Pierre Brasseur
actress,\N,"[""Louise""]",Les yeux sans visage,Alida Valli
actress,\N,"[""Edna Grüber""]",Les yeux sans visage,Juliette Mayniel
director,\N,\N,Les yeux sans visage,Georges Franju
writer,novel,\N,Les yeux sans visage,Jean Redon
actor,\N,"[""Michel Poiccard a.k.a. Laszlo Kovacs""]",À bout de souffle,Jean-Paul Belmondo
actress,\N,"[""Patricia Franchini""]",À bout de souffle,Jean Seberg
actor,\N,"[""The Snitch""]",À bout de souffle,Jean-Luc Godard
director,\N,\N,À bout de souffle,Jean-Luc Godard
writer,original scenario,\N,À bout de souffle,François Truffaut
actor,\N,"[""C.C. Baxter""]",The Apartment,Jack Lemmon
actress,\N,"[""Fran Kubelik""]",The Apartment,Shirley MacLaine
actor,\N,"[""Jeff D. Sheldrake""]",The Apartment,Fred MacMurray
director,\N,\N,The Apartment,Billy Wilder
writer,written by,\N,The Apartment,Billy Wilder
actor,\N,"[""Sandro""]",L'avventura,Gabriele Ferzetti
actress,\N,"[""Claudia""]",L'avventura,Monica Vitti
actress,\N,"[""Anna""]",L'avventura,Lea Massari
director,\N,\N,L'avventura,Michelangelo Antonioni
writer,story,\N,L'avventura,Michelangelo Antonioni
actor,\N,"[""Marcello Rubini""]",La dolce vita,Marcello Mastroianni
actress,\N,"[""Sylvia""]",La dolce vita,Anita Ekberg
actress,\N,"[""Maddalena""]",La dolce vita,Anouk Aimée
director,\N,\N,La dolce vita,Federico Fellini
writer,story,\N,La dolce vita,Federico Fellini
actor,\N,"[""Elmer Gantry""]",Elmer Gantry,Burt Lancaster
actress,\N,"[""Sister Sharon Falconer""]",Elmer Gantry,Jean Simmons
actor,\N,"[""Jim Lefferts""]",Elmer Gantry,Arthur Kennedy
director,\N,\N,Elmer Gantry,Richard Brooks
writer,screenplay,\N,Elmer Gantry,Richard Brooks
actor,\N,"[""Henry Drummond""]",Inherit the Wind,Spencer Tracy
actor,\N,"[""Matthew Harrison Brady""]",Inherit the Wind,Fredric March
actor,\N,"[""E. K. Hornbeck""]",Inherit the Wind,Gene Kelly
director,\N,\N,Inherit the Wind,Stanley Kramer
writer,screenplay,\N,Inherit the Wind,Nedrick Young
actor,\N,"[""Töre""]",Jungfrukällan,Max von Sydow
actress,\N,"[""Märeta""]",Jungfrukällan,Birgitta Valberg
actress,\N,"[""Ingeri""]",Jungfrukällan,Gunnel Lindblom
director,\N,\N,Jungfrukällan,Ingmar Bergman
writer,\N,\N,Jungfrukällan,Ulla Isaksson
actor,\N,"[""Chris Larabee Adams""]",The Magnificent Seven,Yul Brynner
actor,\N,"[""Vin Tanner""]",The Magnificent Seven,Steve McQueen
actor,\N,"[""Bernardo O'Reilly""]",The Magnificent Seven,Charles Bronson
director,\N,\N,The Magnificent Seven,John Sturges
writer,screenplay by,\N,The Magnificent Seven,William Roberts
actress,\N,"[""Princess Asa Vajda""]",La maschera del demonio,Barbara Steele
actress,\N,"[""Katia Vajda""]",La maschera del demonio,Barbara Steele
actor,\N,"[""Dr. Andrej Gorobec""]",La maschera del demonio,John Richardson
director,\N,\N,La maschera del demonio,Mario Bava
writer,screenplay,\N,La maschera del demonio,Ennio De Concini
actress,\N,"[""Lidia Pontano""]",La notte,Jeanne Moreau
actor,\N,"[""Giovanni Pontano""]",La notte,Marcello Mastroianni
actress,\N,"[""Valentina Gherardini""]",La notte,Monica Vitti
director,\N,\N,La notte,Michelangelo Antonioni
writer,story,\N,La notte,Michelangelo Antonioni
actor,\N,"[""Mark Lewis""]",Peeping Tom,Karlheinz Böhm
actress,\N,"[""Helen Stephens""]",Peeping Tom,Anna Massey
actress,\N,"[""Vivian""]",Peeping Tom,Moira Shearer
director,\N,\N,Peeping Tom,Michael Powell
writer,original story,\N,Peeping Tom,Leo Marks
actor,\N,"[""Tom Ripley""]",Plein soleil,Alain Delon
actor,\N,"[""Philippe Greenleaf""]",Plein soleil,Maurice Ronet
actress,\N,"[""Marge Duval""]",Plein soleil,Marie Laforêt
director,\N,\N,Plein soleil,René Clément
writer,"from the novel ""Mr. Ripley"" by",\N,Plein soleil,Patricia Highsmith
actress,\N,"[""Aunt Polly""]",Pollyanna,Jane Wyman
actress,\N,"[""Pollyanna""]",Pollyanna,Hayley Mills
actor,\N,"[""Dr. Edmond Chilton""]",Pollyanna,Richard Egan
director,\N,\N,Pollyanna,David Swift
writer,novel,\N,Pollyanna,Eleanor H. Porter
actor,\N,"[""Norman Bates""]",Psycho,Anthony Perkins
actress,\N,"[""Marion Crane""]",Psycho,Janet Leigh
actress,\N,"[""Lila Crane""]",Psycho,Vera Miles
director,\N,\N,Psycho,Alfred Hitchcock
writer,screenplay by,\N,Psycho,Joseph Stefano
actor,\N,"[""Rocco Parondi""]",Rocco e i suoi fratelli,Alain Delon
actor,\N,"[""Simone Parondi""]",Rocco e i suoi fratelli,Renato Salvatori
actress,\N,"[""Nadia""]",Rocco e i suoi fratelli,Annie Girardot
director,\N,\N,Rocco e i suoi fratelli,Luchino Visconti
writer,story,\N,Rocco e i suoi fratelli,Luchino Visconti
actor,\N,"[""Spartacus""]",Spartacus,Kirk Douglas
actor,\N,"[""Crassus""]",Spartacus,Laurence Olivier
actor,\N,"[""Antoninus""]",Spartacus,Tony Curtis
director,\N,\N,Spartacus,Stanley Kubrick
writer,screenplay by,\N,Spartacus,Dalton Trumbo
actor,\N,"[""Father Robinson""]",Swiss Family Robinson,John Mills
actress,\N,"[""Mother Robinson""]",Swiss Family Robinson,Dorothy McGuire
actor,\N,"[""Fritz Robinson""]",Swiss Family Robinson,James MacArthur
director,\N,\N,Swiss Family Robinson,Ken Annakin
writer,screenplay,\N,Swiss Family Robinson,Lowell S. Hawley
actor,\N,"[""H. George Wells""]",The Time Machine,Rod Taylor
actor,\N,"[""David Filby""]",The Time Machine,Alan Young
actor,\N,"[""James Filby""]",The Time Machine,Alan Young
director,\N,\N,The Time Machine,George Pal
writer,screenplay,\N,The Time Machine,David Duncan
actor,\N,"[""Charlie Koller""]",Tirez sur le pianiste,Charles Aznavour
actor,\N,"[""Edouard Saroyan""]",Tirez sur le pianiste,Charles Aznavour
actress,\N,"[""Léna""]",Tirez sur le pianiste,Marie Dubois
director,\N,\N,Tirez sur le pianiste,François Truffaut
writer,"novel ""Down There""",\N,Tirez sur le pianiste,David Goodis
actor,\N,"[""Le directeur de la prison""]",Le trou,André Bervil
actor,\N,"[""Roland Darbant""]",Le trou,Jean Keraudy
actor,\N,"[""Geo Cassine""]",Le trou,Michel Constantin
director,\N,\N,Le trou,Jacques Becker
writer,novel,\N,Le trou,José Giovanni
actor,\N,"[""Gordon Zellaby""]",Village of the Damned,George Sanders
actress,\N,"[""Anthea Zellaby""]",Village of the Damned,Barbara Shelley
actor,\N,"[""David Zellaby""]",Village of the Damned,Martin Stephens
director,\N,\N,Village of the Damned,Wolf Rilla
writer,screenplay,\N,Village of the Damned,Stirling Silliphant
actor,\N,"[""Kôichi Nishi""]",Warui yatsu hodo yoku nemuru,Toshirô Mifune
actor,\N,"[""Public Corporation Vice President Iwabuchi""]",Warui yatsu hodo yoku nemuru,Masayuki Mori
actress,\N,"[""Yoshiko Nishi""]",Warui yatsu hodo yoku nemuru,Kyôko Kagawa
director,\N,\N,Warui yatsu hodo yoku nemuru,Akira Kurosawa
writer,written by,\N,Warui yatsu hodo yoku nemuru,Hideo Oguni
actor,\N,"[""Accattone""]",Accattone,Franco Citti
actress,\N,"[""Stella""]",Accattone,Franca Pasut
actress,\N,"[""Maddalena""]",Accattone,Silvana Corsini
director,\N,\N,Accattone,Pier Paolo Pasolini
writer,story,\N,Accattone,Pier Paolo Pasolini
actress,\N,"[""La femme""]",L'année dernière à Marienbad,Delphine Seyrig
actor,\N,"[""Le narrateur""]",L'année dernière à Marienbad,Giorgio Albertazzi
actor,\N,"[""Le mari""]",L'année dernière à Marienbad,Sacha Pitoëff
director,\N,\N,L'année dernière à Marienbad,Alain Resnais
writer,written by,\N,L'année dernière à Marienbad,Alain Robbe-Grillet
actress,\N,"[""Holly Golightly""]",Breakfast at Tiffany's,Audrey Hepburn
actor,\N,"[""Paul Varjak""]",Breakfast at Tiffany's,George Peppard
actress,\N,"[""2E Failenson""]",Breakfast at Tiffany's,Patricia Neal
director,\N,\N,Breakfast at Tiffany's,Blake Edwards
writer,based on the novel by,\N,Breakfast at Tiffany's,Truman Capote
actress,\N,"[""Karen Wright""]",The Children's Hour,Audrey Hepburn
actress,\N,"[""Martha Dobie""]",The Children's Hour,Shirley MacLaine
actor,\N,"[""Dr. Joe Cardin""]",The Children's Hour,James Garner
director,\N,\N,The Children's Hour,William Wyler
writer,play,\N,The Children's Hour,Lillian Hellman
actress,\N,"[""Cesira""]",La ciociara,Sophia Loren
actor,\N,"[""Michele Di Libero""]",La ciociara,Jean-Paul Belmondo
actor,\N,"[""Giovanni""]",La ciociara,Raf Vallone
director,\N,\N,La ciociara,Vittorio De Sica
writer,novel,\N,La ciociara,Alberto Moravia
actor,\N,"[""Silien""]",Le doulos,Jean-Paul Belmondo
actor,\N,"[""Maurice Faugel""]",Le doulos,Serge Reggiani
actor,\N,"[""Le commissaire Clain""]",Le doulos,Jean Desailly
director,\N,\N,Le doulos,Jean-Pierre Melville
writer,based on the novel by,\N,Le doulos,Pierre Lesou
actor,\N,"[""El Cid Rodrigo de Vivar""]",El Cid,Charlton Heston
actress,\N,"[""Jimena""]",El Cid,Sophia Loren
actor,\N,"[""Count Ordóñez""]",El Cid,Raf Vallone
director,\N,\N,El Cid,Anthony Mann
writer,story,\N,El Cid,Fredric M. Frank
actor,\N,"[""Cpl. John Anthony Miller""]",The Guns of Navarone,David Niven
actor,\N,"[""Capt. Keith Mallory""]",The Guns of Navarone,Gregory Peck
actor,\N,"[""Col. Andrea Stavros""]",The Guns of Navarone,Anthony Quinn
director,director,\N,The Guns of Navarone,J. Lee Thompson
writer,from the novel by,\N,The Guns of Navarone,Alistair MacLean
actor,\N,"[""Eddie Felson""]",The Hustler,Paul Newman
actor,\N,"[""Minnesota Fats""]",The Hustler,Jackie Gleason
actress,\N,"[""Sarah Packard""]",The Hustler,Piper Laurie
director,\N,\N,The Hustler,Robert Rossen
writer,screenplay,\N,The Hustler,Sidney Carroll
actress,\N,"[""Miss Giddens""]",The Innocents,Deborah Kerr
actor,\N,"[""Peter Quint""]",The Innocents,Peter Wyngarde
actress,\N,"[""Mrs. Grose""]",The Innocents,Megs Jenkins
director,\N,\N,The Innocents,Jack Clayton
writer,"based on the story ""The Turn of the Screw""",\N,The Innocents,Henry James
actor,\N,"[""Chief Judge Dan Haywood""]",Judgment at Nuremberg,Spencer Tracy
actor,\N,"[""Dr. Ernst Janning""]",Judgment at Nuremberg,Burt Lancaster
actor,\N,"[""Col. Tad Lawson""]",Judgment at Nuremberg,Richard Widmark
director,\N,\N,Judgment at Nuremberg,Stanley Kramer
writer,written by,\N,Judgment at Nuremberg,Abby Mann
actress,\N,"[""Catherine""]",Jules et Jim,Jeanne Moreau
actor,\N,"[""Jules""]",Jules et Jim,Oskar Werner
actor,\N,"[""Jim""]",Jules et Jim,Henri Serre
director,\N,\N,Jules et Jim,François Truffaut
writer,novel,\N,Jules et Jim,Henri-Pierre Roché
actor,\N,"[""Gay Langland""]",The Misfits,Clark Gable
actress,\N,"[""Roslyn Taber""]",The Misfits,Marilyn Monroe
actor,\N,"[""Perce Howland""]",The Misfits,Montgomery Clift
director,\N,\N,The Misfits,John Huston
writer,screenplay,\N,The Misfits,Arthur Miller
actor,\N,"[""Pongo""]",One Hundred and One Dalmatians,Rod Taylor
actress,\N,"[""Cruella De Vil""]",One Hundred and One Dalmatians,Betty Lou Gerson
actress,\N,"[""Miss Birdwell""]",One Hundred and One Dalmatians,Betty Lou Gerson
director,\N,\N,One Hundred and One Dalmatians,Clyde Geronimi
writer,story,\N,One Hundred and One Dalmatians,Bill Peet
actor,\N,"[""C.R. MacNamara""]","One, Two, Three",James Cagney
actor,\N,"[""Otto Ludwig Piffl""]","One, Two, Three",Horst Buchholz
actress,\N,"[""Scarlett Hazeltine""]","One, Two, Three",Pamela Tiffin
director,\N,\N,"One, Two, Three",Billy Wilder
writer,screenplay,\N,"One, Two, Three",Billy Wilder
actor,\N,"[""Rio""]",One-Eyed Jacks,Marlon Brando
actor,\N,"[""Sheriff Dad Longworth""]",One-Eyed Jacks,Karl Malden
actress,\N,"[""Louisa""]",One-Eyed Jacks,Pina Pellicer
director,\N,\N,One-Eyed Jacks,Marlon Brando
writer,screenplay,\N,One-Eyed Jacks,Guy Trosper
actress,\N,"[""Susan Evers""]",The Parent Trap,Hayley Mills
actress,\N,"[""Sharon McKendrick""]",The Parent Trap,Hayley Mills
actress,\N,"[""Maggie McKendrick""]",The Parent Trap,Maureen O'Hara
director,\N,\N,The Parent Trap,David Swift
writer,written for the screen by,\N,The Parent Trap,David Swift
actor,\N,"[""Walter Lee Younger""]",A Raisin in the Sun,Sidney Poitier
actress,\N,"[""Lena Younger""]",A Raisin in the Sun,Claudia McNeil
actress,\N,"[""Ruth Younger""]",A Raisin in the Sun,Ruby Dee
director,\N,\N,A Raisin in the Sun,Daniel Petrie
writer,play,\N,A Raisin in the Sun,Lorraine Hansberry
actress,\N,"[""Wilma Dean Loomis""]",Splendor in the Grass,Natalie Wood
actor,\N,"[""Bud Stamper""]",Splendor in the Grass,Warren Beatty
actor,\N,"[""Ace Stamper""]",Splendor in the Grass,Pat Hingle
director,\N,\N,Splendor in the Grass,Elia Kazan
writer,written by,\N,Splendor in the Grass,William Inge
actress,\N,"[""Karin""]",Såsom i en spegel,Harriet Andersson
actress,\N,"[""daughter""]",Såsom i en spegel,Harriet Andersson
actor,\N,"[""David""]",Såsom i en spegel,Gunnar Björnstrand
director,\N,\N,Såsom i en spegel,Ingmar Bergman
writer,written by,\N,Såsom i en spegel,Ingmar Bergman
actress,\N,"[""Angela""]",Une femme est une femme,Anna Karina
actor,\N,"[""Émile Récamier""]",Une femme est une femme,Jean-Claude Brialy
actor,\N,"[""Alfred Lubitsch""]",Une femme est une femme,Jean-Paul Belmondo
director,\N,\N,Une femme est une femme,Jean-Luc Godard
writer,written by,\N,Une femme est une femme,Jean-Luc Godard
actress,\N,"[""Viridiana""]",Viridiana,Silvia Pinal
actor,\N,"[""Jorge""]",Viridiana,Francisco Rabal
actor,\N,"[""Don Jaime""]",Viridiana,Fernando Rey
director,\N,\N,Viridiana,Luis Buñuel
writer,\N,\N,Viridiana,Julio Alejandro
actress,\N,"[""Maria""]",West Side Story,Natalie Wood
actor,\N,"[""Bernardo""]",West Side Story,George Chakiris
actor,\N,"[""Tony""]",West Side Story,Richard Beymer
director,\N,\N,West Side Story,Jerome Robbins
writer,screenplay by,\N,West Side Story,Ernest Lehman
actor,\N,"[""Sanjuro Kuwabatake""]",Yôjinbô,Toshirô Mifune
actor,\N,"[""The Samurai""]",Yôjinbô,Toshirô Mifune
actor,\N,"[""Gonji - Tavern Keeper""]",Yôjinbô,Eijirô Tôno
director,\N,\N,Yôjinbô,Akira Kurosawa
writer,story,\N,Yôjinbô,Akira Kurosawa
actor,\N,"[""Robert Franklin Stroud""]",Birdman of Alcatraz,Burt Lancaster
actor,\N,"[""Harvey Shoemaker""]",Birdman of Alcatraz,Karl Malden
actress,\N,"[""Elizabeth Stroud""]",Birdman of Alcatraz,Thelma Ritter
director,\N,\N,Birdman of Alcatraz,John Frankenheimer
writer,screenplay,\N,Birdman of Alcatraz,Guy Trosper
actor,\N,"[""Sam Bowden""]",Cape Fear,Gregory Peck
actor,\N,"[""Max Cady""]",Cape Fear,Robert Mitchum
actress,\N,"[""Peggy Bowden""]",Cape Fear,Polly Bergen
director,\N,\N,Cape Fear,J. Lee Thompson
