originalTitle,actor,actress,archive_footage,archive_sound,casting_director,cinematographer,composer,director,editor,producer,production_designer,self,writer,isAdult,startYear,runtimeMinutes,genres
Blue Velvet,Kyle MacLachlan Dennis Hopper Dean Stockwell George Dickerson Jack Harvey,Isabella Rossellini Laura Dern Hope Lange Priscilla Pointer Frances Bay,,,Pat Golden Pamela Guest Johanna Ray,Frederick Elmes,Angelo Badalamenti,David Lynch,Duwayne Dunham,Fred C. Caruso,Patricia Norris,,David Lynch,0,1986,120,Crime Drama Mystery
Bluebeard's Eighth Wife,Gary Cooper Edward Everett Horton David Niven Herman Bing Warren Hymer Franklin Pangborn Armand Cortes Rolfe Sedan,Claudette Colbert Elizabeth Patterson,,,,Leo Tover,Werner R. Heymann Friedrich Hollaender,Ernst Lubitsch,William Shea,Ernst Lubitsch,,,Charles Brackett Billy Wilder Alfred Savoir Charlton Andrews,0,1938,85,Comedy Romance
Bluff storia di truffe e di imbroglioni,Anthony Quinn Adriano Celentano Ugo Bologna Sal Borgese Mircha Carven Mickey Knox Attilio Dottesio,Capucine Helen Stirling Saviana Scalfi,,,,Marcello Gatti,Lelio Luttazzi,Sergio Corbucci,Eugenio Alabiso Sam Gupta,Mario Cecchi Gori Jo Anna Kneeland Ted Kneeland,Andrea Crisanti,,Dino Maiuri Massimo De Rita Sergio Corbucci Mickey Knox,0,1976,105,Comedy Crime
BoBoiBoy Movie 2,Azman Zulkiply Azman Zulkiply Azman Zulkiply Azman Zulkiply Nizam Razak Dzubir Mohamed Zakaria Kevin Adrian Barnaby Anas Abdul Aziz Anas Abdul Aziz Anas Abdul Aziz,Nur Fathiah Diaz Maryam Saesol Md Riyadh Maryam Saesol Md Riyadh Yap Ee Jean Ieesya Isandra Marsya Danialla Razak Marsya Danialla Razak,,,,,Yuri Wong,Nizam Razak,,Yong Pin Kee Nizam Razak,,,Nizam Razak Anas Abdul Aziz Jeffrey Hylton,0,2019,120,Action Adventure Animation
Bob le flambeur,Roger Duchesne Daniel Cauchy Guy Decomble André Garet Gérard Buhr Claude Cerval René Havard,Isabelle Corey Colette Fleury Simone Paris,,,,Henri Decaë,Eddie Barclay Jo Boyer,Jean-Pierre Melville,Monique Bonnot,Jean-Pierre Melville Serge Silberman Roger Vidal,Claude Bouxin,,Jean-Pierre Melville Auguste Le Breton,0,1956,102,Crime Drama Thriller
Bobby Fischer Against the World,,,Bobby Fischer Mikhail Tal,,,Robert Chappell,Philip Sheppard,Liz Garbus,Michael Levine Karen Schmeer,Stanley F. Buchthal Liz Garbus Matthew Justus Rory Kennedy,,David Edmonds Anthony Saidy Susan Polgar Henry Kissinger David Shenk Gudmundur Thorarinsson Boris Spassky Garry Kasparov,,0,2011,93,Biography Documentary History
Bobby Robson: More Than a Manager,,,Bobby Robson,,,Andrew White,Jim Copperthwaite,Gabriel Clarke Torquil Jones,Steve Williams,Victoria Barrell John McKenna,,Pep Guardiola Ronaldo Gary Lineker José Mourinho Alex Ferguson Alan Shearer Paul Gascoigne Joan Gaspart Terry Butcher,Gabriel Clarke,0,2018,104,Documentary Sport
Bobi Wine: The People's President,,,,,,Sam Benstead Moses Bwayo Michele Sibiloni,Dan Jones,Moses Bwayo Christopher Sharp,Paul Carlin,John Battsek Christopher Sharp,,Barbie Kyagulanyi Bobi Wine,,0,2022,113,Documentary
Bodas de sangre,Antonio Gades Juan Antonio Jiménez El Güito Lario Díaz Enrique Esteve,Cristina Hoyos Carmen Villena Pilar Cárdenas Elvira Andrés Azucena Flores,,,,Teo Escamilla,Emilio de Diego,Carlos Saura,Pablo G. del Amo,Emiliano Piedra,,,Antonio Gades Federico García Lorca Alfredo Mañas Carlos Saura,0,1981,67,Drama Music Romance
Bodied,Calum Worthy Jackie Long Jackie Long Jonnie Park Walter Perez Charlamagne Tha God Dizaster Anthony Michael Hall,Rory Uphold Shoniqua Shandai Debra Wilson,,,Judy Cook,Matt Wise,Brain Mantia Melissa Reese,Joseph Kahn,Chancler Haynes,Eminem Jil Hardin Paul Rosenberg Adi Shankar,Brett Hess,,Alex Larsen Joseph Kahn Dizaster,0,2017,120,Comedy Drama Music
Body Heat,William Hurt Richard Crenna Ted Danson J.A. Preston Mickey Rourke,Kathleen Turner Kim Zimmer Jane Hallaren Lanna Saunders Carola McGuinness,,,Wallis Nicita,Richard H. Kline,John Barry,Lawrence Kasdan,Carol Littleton,Fred T. Gallo,Bill Kenney,,Lawrence Kasdan,0,1981,113,Crime Drama Romance
Body and Soul,John Garfield William Conrad Joseph Pevney Lloyd Gough Canada Lee Larry Anzalone Al Bain,Lilli Palmer Hazel Brooks Anne Revere,,,,James Wong Howe,Hugo Friedhofer,Robert Rossen,Robert Parrish,Bob Roberts,,,Abraham Polonsky,0,1947,104,Drama Film-Noir Sport
Boeing Boeing,Mohanlal Mukesh Jagathy Sreekumar Maniyanpilla Raju M.G. Soman Sankaradi K.P.A.C. Sunny,Lizy Menaka Sukumari,,,,S. Kumar,K.J. Joy Raghu Kumar,Priyadarshan,K. Sankunny,Thiruppathi Chettiyar,,,Priyadarshan Sreenivasan,0,1985,110,Comedy
Bogowie,Tomasz Kot Piotr Glowacki Szymon Piotr Warszawski Rafal Zawierucha Wojciech Solarz Arkadiusz Janiczek Cezary Kosinski,Magdalena Czerwinska Marta Scislowicz Karolina Piechota,,,Pawel Czajor,Piotr Sobocinski Jr.,Bartosz Chajdecki,Lukasz Palkowski,Jaroslaw Barzan,Krzysztof Rak Krzysztof Terej Sylwia Witowska Piotr Wozniak-Starak,,,Krzysztof Rak,0,2014,120,Biography Drama
Bohemian Rhapsody,Rami Malek Gwilym Lee Ben Hardy Joseph Mazzello Aidan Gillen Allen Leech Tom Hollander Mike Myers Aaron McCusker,Lucy Boynton,,,Susie Figgis,Newton Thomas Sigel,,Bryan Singer,John Ottman,Jim Beach Graham King,Aaron Haye,,Anthony McCarten Peter Morgan,0,2018,134,Biography Drama Music
Bohurupi,Shiboprosad Mukherjee Abir Chatterjee Bhaskar Banerjee Apurba Bar Atanu Barman Nani Chora Das Baul Pradeep Bhattacharya Sukanya Chattopadhyay,Ritabhari Chakraborty Koushani Mukherjee,,,,Indranath Marick,Bonnie Chakraborty Arnab Dutta Anupam Roy,Shiboprosad Mukherjee Nandita Roy,Maloy Laha,Siam Mehraf,,,Shiboprosad Mukherjee Nandita Roy,0,2024,155,Action Drama
Boiling Point,Stephen Graham Ray Panthaki Malachi Kirby Taz Skylar Lauryn Ajufo Jason Flemyng,Vinette Robinson Alice Feetham Hannah Walters Izuka Hoyle,,,Carolyn McLeod,Matthew Lewis,Aaron May David Ridley,Philip Barantini,Alex Fountain,Hester Ruoff Bart Ruspoli,Aimee Meek,,Philip Barantini James Cummings,0,2021,92,Drama Thriller
Boj na Kosovu,Milos Zutic Vojislav 'Voja' Brajovic Zarko Lausevic Svetozar Cvetkovic Milan 'Lane' Gutovic Predrag Lakovic Irfan Mensur Radoslav 'Rale' Milenkovic,Gorica Popovic Katarina Gojkovic,,,,Radoslav Vladic,Dusan Karuovic,Zdravko Sotra,Ljiljana-Lana Vukobratovic,,Milenko Jeremic Aleksandar Milovic,,Ljubomir Simovic,0,1989,117,Drama History War
Bojhena Shey Bojhena,Abir Chatterjee Soham Chakraborty Supriyo Dutta Pradip Dhar Abhijit Adhikari Abhijit Bakshi,Payel Sarkar Mimi Chakraborty Rumki Chatterjee Tulika Adhikari,,,,Subhankar Bhar,Arindam Indraadip Dasgupta,Raj Chakraborty,Bodhaditya Banerjee,,,,Abhimanyu Mukherjee M. Saravanan,0,2012,145,Comedy Drama Romance
Boksuneun naui geot,Song Kang-ho Shin Ha-kyun Lee Dae-yeon Gi Ju-bong Kim Se-dong Ryu Seung-beom,Bae Doona Lim Ji-eun Han Bo-bae Lee Yoon-mi,,,,Byeong-il Kim,Baek Hyeon-jin Young-gyu Jang Byung-hoon Lee,Park Chan-wook,Kim Jae-beom Kim Sang-beom,Jin-gyu Lim Park Myeong-chan,Jung-hwa Choe,,Jong-yong Lee Jae-sun Lee Mu-yeong Lee Park Chan-wook,0,2002,129,Crime Drama Thriller
Boku no Hîrô Akademia za Mûbî Futari no Hîrô,Daiki Yamashita Kenta Miyake Nobuhiko Okamoto Yûki Kaji Kaito Ishikawa Toshiki Masuda Tasuku Hatanaka,Mirai Shida Ayane Sakura Ryô Hirohashi,,,,Masataka Ikegami,Yûki Hayashi,Kenji Nagasaki,Kumiko Sakamoto,Kôji Nagai Kazuki Okamura Kazumasa Sanjôba Yoshihiro Ôyabu,,,Kôhei Horikoshi Yôsuke Kuroda Hitoshi Nagai,0,2018,96,Action Adventure Animation
Boku no Hîrô Akademia za Mûbî Hîrôzu: Raijingu,Daiki Yamashita Nobuhiko Okamoto Yûki Kaji Kaito Ishikawa Toshiki Masuda Yoshimasa Hosoya,Yuka Terasaki Tomoyo Kurosawa Ayane Sakura Ryô Hirohashi,,,,Mayuko Furumoto,Yûki Hayashi,Kenji Nagasaki,Kumiko Sakamoto,Kôji Nagai Wakana Okamura Kazumasa Sanjôba Yoshihiro Ôyabu,,,Kôhei Horikoshi Yôsuke Kuroda Hitoshi Nagai,0,2019,104,Action Adventure Animation
Boku no Hîrô Akademia za Mûbî Wârudo Hîrôzu Misshon,Daiki Yamashita Nobuhiko Okamoto Yûki Kaji Tetsu Inada Yûichi Nakamura Yoshimasa Hosoya Ryô Yoshizawa,Arisa Sekine Megumi Hayashibara Yoko Honna,,,,Mayuko Furumoto,Yûki Hayashi,Kenji Nagasaki,Jeremy Jimenez Daniel Mancilla Kumiko Sakamoto,Justin Cook Mari Furubayashi Michael Harcourt Hiroya Nakata,,,Kôhei Horikoshi Yôsuke Kuroda Hitoshi Nagai,0,2021,101,Action Adventure Animation
Boku no Ohisama,Keitatsu Koshiyama Sôsuke Ikematsu Ryûya Wakaba Yunho,Kiara Takanashi Maho Yamada,,,,,,Hiroshi Okuyama,Tina Baz,Toshikazu Nishigaya Yuki Nishimiya Masa Sawada,,,Hiroshi Okuyama,0,2024,100,Drama Sport
Boku no hatsukoi wo kimi ni sasagu,Masaki Okada Yoshihiko Hosoda Masataka Kubota Tôru Nakamura Tetta Sugimoto,Mao Inoue Natsuki Harada Keiko Horiuchi Yôko Moriguchi Mari Okamoto,,,,Mitsuru Komiyama,Yoshihiro Ike,Takehiko Shinjô,Yoshifumi Fukazawa,,,,Kotomi Aoki Kenji Bando,0,2009,122,Drama Romance
"Boku wa asu, kinou no kimi to dêto suru",Sôta Fukushi Masahiro Higashide Yuki Yamada Akira Ôtaka,Nana Komatsu Kaya Kiyohara Yoshiko Miyazaki,,,,,,Takahiro Miki,Naoya Bando,,Hidefumi Hanatani,,Takafumi Nanatsuki Tomoko Yoshida,0,2016,111,Drama Fantasy Romance
Bol,Manzar Sehbai Shafqat Cheema Atif Aslam Irfan Khoosat Amr Kashmiri,Humaima Malik Iman Ali Zaib Rehman Mahira Khan Mahnoor Khan,,,,Suleman Razzaq,Baqir Abbas Sajjad Ali Atif Aslam Sarmad Ghafoor,Shoaib Mansoor,Armughan Hassan Amir Kashmiri Jafar Shaikh,,Fatima Jilani,,Shoaib Mansoor,0,2011,151,Drama
Bolivia,Freddy Flores Oscar Bertea Enrique Liporace Marcelo Videla Héctor Anglada Alberto Mercado Luis Enrique Caetano Rodolfo Resch Rafael Ferro,Rosa Sánchez,,,,Julián Apezteguia,Los Kjarkas,Israel Adrián Caetano,Santiago Ricci Lucas Scavino,Israel Adrián Caetano,María Eva Duarte,,Israel Adrián Caetano Romina Lanfranchini,0,1999,75,Drama
Bom yeoreum gaeul gyeoul geurigo bom,Kim Ki-duk Oh Yeong-su Jong-ho Kim Kim Young-min Seo Jae-kyeong Ji Dae-han Choi Min,Yeo-jin Ha Kim Jeong-yeong Park Ji-ah,,,,Baek Dong-hyeon,Ji Bark,Kim Ki-duk,Kim Ki-duk,Seung-jae Lee,Sang-man Oh,,Kim Ki-duk,0,2003,103,Drama Romance
Bombay,Arvind Swamy Nassar Master Harsha Master Hriday Prakash Raj Tinnu Anand Akash Khurana,Manisha Koirala Kitty Sonali Bendre,,,,Rajiv Menon,A.R. Rahman,Mani Ratnam,Suresh Urs,Mani Ratnam S. Sriram Jhamu Sughand,Thota Tharani,,Mani Ratnam Umesh Sharma,0,1995,130,Drama Romance
Bombshell,Lee Tracy Frank Morgan Franchot Tone Pat O'Brien Ted Healy Ivan Lebedeff,Jean Harlow Una Merkel Isabel Jewell Louise Beavers,,,,Harold Rosson,,,Margaret Booth,Victor Fleming,,,John Lee Mahin Jules Furthman Caroline Francke Mack Crane,0,1933,96,Comedy Drama Mystery
Bombshell: The Hedy Lamarr Story,,,Hedy Lamarr,,,Buddy Squires,Jeremy Bullock Keegan DeWitt,Alexandra Dean,Alexandra Dean Penelope Falk Lindy Jankura,Alexandra Dean Katherine Drew Adam Haggiag,,Mel Brooks Jennifer Hom Anthony Loder Wendy Colton Fleming Meeks Richard Rhodes Jan-Christopher Horak Jeanine Basinger Peter Bogdanovich,Alexandra Dean,0,2017,88,Biography Documentary History
Bommala Koluvu,Hrishikesh Yasasree Ravella Malhottra Shivam Subbu Vedula Vikranth Vedula,Malavika Satheesan Priyanka Sharma,,,,Eshwar Yellumahanthi,Praveen Lakkaraju,Subbu Vedula,M R Varma,,,,Subbu Vedula,0,2022,\N,Crime Drama Mystery
Bommarillu,Siddharth Prakash Raj Kota Srinivasa Rao Dharmavarapu Subramanyam Sunil Brahmanandam Tanikella Bharani,Genelia Deshmukh Jayasudha Neha Bamb,,,,Vijay K. Chakravathy,Devi Sri Prasad,Bommarillu Baskar,Marthand K. Venkatesh,Dil Raju,,,Bommarillu Baskar Abburi Ravi Rajasimha Tadinada,0,2006,170,Comedy Drama Romance
"Bon Voyage, Charlie Brown (and Don't Come Back!!)",Scott Beach Scott Beach Scott Beach Bill Melendez Bill Melendez Daniel Anderson Arrin Skelley,Casey Carlson Debbie Muller Patricia Patts Laura Planting Annalisa Bortolin Roseline Rubens Roseline Rubens Roseline Rubens,,,,,Ed Bogas Judy Munsen,Bill Melendez,Roger Donley Chuck McCann,Bill Melendez Lee Mendelson,Evert Brown Bernard Gruver Lance Nolley Dean Spille,,Charles M. Schulz,0,1980,75,Adventure Animation Comedy
Bone Tomahawk,Kurt Russell Patrick Wilson Matthew Fox Richard Jenkins Evan Jonigkeit David Arquette Fred Melamed Sid Haig Maestro Harrell,Lili Simmons,,,Matthew Maisto,Benji Bakshi,Jeff Herriott S. Craig Zahler,S. Craig Zahler,Greg D'Auria Fred Raskin,Jack Heller Dallas Sonnier,Freddy Waff,,S. Craig Zahler,0,2015,132,Drama Horror Western
Bones Brigade: An Autobiography,,,,,,Pat Darrin,Bryan Lee Brown Matter Music,Stacy Peralta,Joshua Altman,Nadine Brown Stacy Peralta,Beth Goodnight,Tony Alva Steve Caballero Fred Durst Shepard Fairey Alan Gelfand Tommy Guerrero Ben Harper Kevin Harris Tony Hawk Christian Hosoi,,0,2012,90,Documentary Sport
Bonnie and Clyde,Warren Beatty Michael J. Pollard Gene Hackman Denver Pyle Dub Taylor Gene Wilder,Faye Dunaway Estelle Parsons Evans Evans Martha Adcock,,,,Burnett Guffey,Charles Strouse,Arthur Penn,Dede Allen,Warren Beatty,,,David Newman Robert Benton,0,1967,111,Action Biography Crime
"Bono & The Edge: A Sort of Homecoming, with Dave Letterman",,,,,,Nicola Marsh Graham Willoughby,,Morgan Neville,Mark Harrison Mark Harrison Alan Lowe Oscar Vazquez,Séamus Murphy-Mitchell Morgan Neville,Joe Fallover,Anton Corbijn Bono Glen Hansard David Letterman The Edge Jimmy Iovine Rory O'Neill Dermot Kennedy Sallay Garnett,,0,2023,84,Documentary Music
Boogie Nights,Mark Wahlberg Mark Wahlberg Burt Reynolds Luis Guzmán Rico Bueno John C. Reilly Don Cheadle William H. Macy,Julianne Moore Nicole Ari Parker Heather Graham,,,Christine Sheaks,Robert Elswit,Michael Penn,Paul Thomas Anderson,Dylan Tichenor,Paul Thomas Anderson Lloyd Levin John S. Lyons JoAnne Sellar,Bob Ziembicki,,Paul Thomas Anderson,0,1997,155,Drama
Booksmart,Jason Sudeikis Will Forte Mason Gooding Skyler Gisondo,Kaitlyn Dever Beanie Feldstein Jessica Williams Lisa Kudrow Victoria Ruesga Diana Silvers,,,Allison Jones,Jason McCormick,Dan The Automator,Olivia Wilde,Jamie Gross Brent White,Chelsea Barnard David Distenfeld Jessica Elbaum Megan Ellison,Katie Byron,,Emily Halpern Sarah Haskins Susanna Fogel Katie Silberman,0,2019,102,Comedy
Boomerang,Lazar Ristovski Nebojsa Glogovac Dragan Jovanovic Petar Bozovic Nikola Djuricko Zoran Cvijanovic Vojin Cetkovic,Paulina Manov Milena Dravic Tijana Kondic,,,,Predrag Todorovic,Rambo Amadeus,Dragan Marinkovic,Marko Glusac,Bora Bulajic Lazar Ristovski Dejan Vrazalic,Aleksandar Denic,,Svetislav Basara Filip David Dragan Marinkovic Lazar Ristovski,0,2001,87,Comedy Crime Mystery
Boomerang!,Dana Andrews Lee J. Cobb Arthur Kennedy Sam Levene Taylor Holmes Robert Keith Ed Begley E.J. Ballantine,Jane Wyatt Cara Williams,,,,Norbert Brodine,David Buttolph,Elia Kazan,Harmon Jones,Louis De Rochemont,,,Richard Murphy Fulton Oursler,0,1947,88,Crime Drama Film-Noir
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Sacha Baron Cohen Ken Davitian Chester Charlie,Luenell,Ilham Aliyev,,Allison Jones,Luke Geissbuhler Anthony Hardwick,Erran Baron Cohen,Larry Charles,Craig Alpert Peter Teschner James Thomas,Sacha Baron Cohen Jay Roach,,Ilham Aliyev Pamela Anderson Bob Barr Joseph Behar Carole De Saram,Sacha Baron Cohen Anthony Hines Peter Baynham Dan Mazer,0,2006,84,Comedy
Border,Sunny Deol Suniel Shetty Akshaye Khanna Jackie Shroff Sudesh Berry Puneet Issar Kulbhushan Kharbanda,Tabu Rakhee Gulzar Pooja Bhatt,,,,Ishwar Bidri Nirmal Jani,Anu Malik Aadesh Shrivastava,J.P. Dutta,Vilas Ranade Deepak Wirkud,J.P. Dutta,,,J.P. Dutta O.P. Dutta,0,1997,176,Action Drama History
Born Free,Bill Travers Geoffrey Keen Peter Lukoye Omar Chambati Bill Godden Bryan Epsom Robert Cheetham Robert S. Young Geoffrey Best,Virginia McKenna,,,,Kenneth Talbot,John Barry,James Hill,Don Deacon,Sam Jaffe Paul B. Radin,,,Joy Adamson Lester Cole,0,1966,95,Adventure Biography Drama
Born Into Brothels: Calcutta's Red Light Kids,Avijit Halder Manik Gour,Kochi Shanti Das Puja Mukerjee Suchitra Tapasi Mamuni Zana Briski,,,,Zana Briski Ross Kauffman,John McDowell,Zana Briski Ross Kauffman,Nancy Baker Ross Kauffman,Zana Briski Ross Kauffman,,,Zana Briski Ross Kauffman,0,2004,85,Biography Documentary News
Born Strong,Hafþór Júlíus Björnsson Brian Shaw Zydrunas Savickas Colin Bryce Nicholas Childs David Epstein Alex Hall Mark Henry Bill Kazmaier,,,,,Ross Hockrow,,Gary Cohen Ross Hockrow,Ross Hockrow,Matt McDonald Niki Usbay McDonald,,Eddie Hall,,0,2017,85,Documentary Sport
Born Yesterday,William Holden Broderick Crawford Howard St. John Frank Otto Larry Oliver Grandon Rhodes Chet Brandenburg,Judy Holliday Barbara Brown Claire Carleton,,,,Joseph Walker,Friedrich Hollaender,George Cukor,Charles Nelson,S. Sylvan Simon,Harry Horner,,Garson Kanin Albert Mannheimer,0,1950,103,Comedy Drama Romance
Born a King,Abdullah Ali Rawkan Binbella Ed Skrein Rubén Ochandiano Celyn Jones Samuel Adewunmi Laurence Fox James Fleet Simon Paisley Day,Hermione Corfield,,,Ghunaim Al-Ghunaim Alaa AlDrees Colin Jones,Josep M. Civit,Hesham Nazih,Agustí Villaronga,Pablo Blanco,Andrés Vicente Gómez Marco Gómez Stuart Sutherland,Alison Riva,,Henry Fitzherbert Ray Loriga Bader Al Samari,0,2019,103,Drama History
Born in China,John Krasinski John Krasinski,Claire Keim Xun Zhou,,,,Irmin Kerck Justin Maguire Shane Moore Rolf Steinmann Yuanchen Liu Nanfu Wang,Barnaby Taylor Nathan Halpern Chris Ruggiero,Chuan Lu Nanfu Wang Jialing Zhang,Matt Meech Nanfu Wang,Phil Chapman Roy Conli Brian Leith Christopher Clements Julie Goldman Carolyn Hepburn Christoph Jörg,,Nanfu Wang Zaodi Wang Zhimei Wang Tunde Wang Xianwen Liu Huaru Yuan Shuqin Jiang Peng Wang Zhihao Wang Shihua Wang,David Fowler Brian Leith Phil Chapman Chuan Lu,0,2016,79,Documentary
Born in China,John Krasinski John Krasinski,Claire Keim Xun Zhou,,,,Irmin Kerck Justin Maguire Shane Moore Rolf Steinmann Yuanchen Liu Nanfu Wang,Barnaby Taylor Nathan Halpern Chris Ruggiero,Chuan Lu Nanfu Wang Jialing Zhang,Matt Meech Nanfu Wang,Phil Chapman Roy Conli Brian Leith Christopher Clements Julie Goldman Carolyn Hepburn Christoph Jörg,,Nanfu Wang Zaodi Wang Zhimei Wang Tunde Wang Xianwen Liu Huaru Yuan Shuqin Jiang Peng Wang Zhihao Wang Shihua Wang,David Fowler Brian Leith Phil Chapman Chuan Lu,0,2019,83,Documentary History
Born on the Fourth of July,Tom Cruise Bryan Larkin Raymond J. Barry Josh Evans Seth Allen Jamie Talisman Sean Stone,Caroline Kava Anne Bobby Jenna von Oÿ,,,Risa Bramon Garcia Billy Hopkins,Robert Richardson,John Williams,Oliver Stone,David Brenner,A. Kitman Ho Oliver Stone,Bruno Rubeo,,Ron Kovic Oliver Stone,0,1989,145,Biography Drama War
Born to Kill,Lawrence Tierney Walter Slezak Phillip Terry Elisha Cook Jr. Tony Barrett,Claire Trevor Audrey Long Isabel Jewell Esther Howard Kathryn Card,,,,Robert De Grasse,Paul Sawtell,Robert Wise,Les Millbrook,Herman Schlom,,,Eve Greene Richard Macaulay James Gunn,0,1947,92,Crime Drama Film-Noir
Boruto: Naruto the Movie,Ryûichi Kijima Noriaki Sugiyama Kenshô Ono Shôtarô Morikubo,Yûko Sanpei Kokoro Kikuchi Junko Takeuchi Chie Nakamura Saori Hayami Nana Mizuki,,,,Atsuho Matsumoto,Yasuharu Takanashi Yaiba,Hiroyuki Yamashita Toshiyuki Tsuru,Seiji Morita,Takayuki Hirobe Kôichi Machiyama Shôji Matsui Jamie Simone,,,Masashi Kishimoto Ukyô Kodachi,0,2015,95,Action Adventure Animation
Boss Engira Baskaran,Arya Santhanam Subbu Panchu Chitra Lakshmanan Motta Rajendran Swaminathan,Nayanthara Vijayalakshmi Lakshmy Ramakrishnan Shakeela,,,,Saravanan,Yuvan Shankar Raja,M. Rajesh,S.P. Ahamad Vivek Harshan,Sivasri Sreenivasan,,,M. Rajesh,0,2010,161,Comedy
Boudu sauvé des eaux,Michel Simon Jean Gehret Max Dalban Jean Dasté Charles Granval Jacques Becker Georges D'Arnoux,Marcelle Hainia Sévérine Lerczinska Geneviève Cadix,,,,Georges Asselin Marcel Lucien,,Jean Renoir,Suzanne de Troeye,,Jean Castanier Hugues Laurent,,René Fauchois,0,1932,85,Comedy
Bound,Joe Pantoliano John P. Ryan Christopher Meloni Richard C. Sarafian Barry Kivel,Jennifer Tilly Gina Gershon Mary Mara Susie Bright Margaret Smith,,,Nancy Foy,Bill Pope,Don Davis,Lana Wachowski Lilly Wachowski,Zach Staenberg,Stuart Boros Andrew Lazar,Eve Cauley,,Lilly Wachowski Lana Wachowski,0,1996,109,Crime Thriller
Bound by Honor,Damian Chapa Jesse Borrego Benjamin Bratt Enrique Castillo Victor Rivers Delroy Lindo Tom Towles Carlos Carrasco Teddy Wilson Raymond Cruz,,,,Sharon Bialy Richard Pagano,Gabriel Beristain,Bill Conti,Taylor Hackford,Fredric Steinkamp Karl F. Steinkamp,Jerry Gershwin Taylor Hackford,Bruno Rubeo,,Ross Thomas Jimmy Santiago Baca Jeremy Iacone Floyd Mutrux,0,1993,180,Biography Crime Drama
Bound for Glory,David Carradine Ronny Cox John Lehne Ji-Tu Cumbuka Randy Quaid,Melinda Dillon Gail Strickland Elizabeth Macey Susan Vaill Sarah Vaill,,,Lynn Stalmaster,Haskell Wexler,,Hal Ashby,Pembroke J. Herring Robert C. Jones,Robert F. Blumofe Harold Leventhal,Michael D. Haller,,Robert Getchell Woody Guthrie,0,1976,147,Biography Drama Music
Bowling for Columbine,,,Salvador Allende George Bush George W. Bush,,,,Jeff Gibbs,Michael Moore,Kurt Engfehr,Charles Bishop Jim Czarnecki Michael Donovan Kathleen Glynn,,Michael Moore Charlton Heston Marilyn Manson Mike Bradley Arthur A. Busch Michael Caldwell Richard Castaldo,Michael Moore,0,2002,120,Crime Documentary Drama
Box of Moonlight,John Turturro Sam Rockwell Alexander Goodwin Dermot Mulroney Mike Stanley Ray Aranha,Catherine Keener Lisa Blount Annie Corley Rica Martens,,,Marcia Shulman,Paul Ryan,Jim Farmer,Tom DiCillo,Camilla Toniolo,Thomas A. Bliss Marcus Viscidi,Thérèse DePrez,,Tom DiCillo,0,1996,112,Comedy Drama
Boy,James Rolleston Te Aho Eketone-Whitu Taika Waititi Haze Reweti Maakariini Butler Manihera Rangiuaia,Moerangi Tihore Cherilee Martin RickyLee Waipuka-Russell Rajvinder Eria,,,Tina Cleary,Adam Clark,Lukasz Pawel Buda Samuel Scott Conrad Wedde,Taika Waititi,Chris Plummer,Cliff Curtis Ainsley Gardiner Emanuel Michael,Shayne Radford,,Taika Waititi,0,2010,87,Comedy Drama
Boy A,Andrew Garfield Peter Mullan Shaun Evans Alfie Owen Josef Altin Dudley Brewis,Siobhan Finneran Victoria Brazier Skye Bennett Madeleine Rakic-Platt,,,Fiona Weir,Rob Hardy,Paddy Cunneen,John Crowley,Lucia Zucchetti,Tally Garner Lynn Horsford Nick Marston,Jon Henson,,Mark O'Rowe Jonathan Trigell,0,2007,106,Drama
